text,account_age,posting_frequency,label,split,source
Na-deliver na yung online order ko. Quality is good for the price!,865,0.31,0,train,real
Nag-try ako ng swimming for the first time. Ang hirap pero ang saya!,29,1.69,0,val,real
Seminar for incoming freshmen will be held at San Pedro auditorium. Please join us.,2280,0.88,0,train,real
"the Mayor signed the new infrastructure bill into law today, allocating funds for flood control projects nationwide. https://abs-cbn.com/3287",2840,17.08,0,train,synthetic_bias_fix
"Sis pasuyo naman, pa-receive ng P10000 sa Maya mo, may error kasi app ko ngayon.",57,18.57,1,train,real
"Ang hirap mag-budget pag May — graduation, Mother's Day, bills. Pero kaya naman.",1682,2.18,0,train,real
Paid off my car loan finally! Financial freedom is the best feeling ever.,2291,2.92,0,train,real
"Walk-in interview for Saudi Arabia jobs! product reviewer — ₱50,000/month. Bring 2 valid IDs. Address: [meeting place].",1770,17.39,1,val,real
"Flash investment promo — deposit ₱750 NOW and withdraw ₱7,500 in 48 hours. Offer expires tonight: bit.ly/earn1501.",46,3.54,1,val,real
"Dropshipping opportunity! Sell Samsung Galaxy S24 for ₱1,500 — your cost is only ₱100. Start now: tinyurl.com/free4988.",54,9.95,1,val,real
Inviting everyone to our free medical mission tomorrow morning at Biñan.,2734,1.11,0,train,real
"Lods, na-hold yung parcel mo. I-verify yung address mo dito: tinyurl.com/free1466. Bilisan mo lang.",288,17.36,1,test,real
May bago nanaman na earning app! $500 sign up bonus. Withdraw agad sa GCash! t.me/group7286.,32,12.69,1,train,real
"After a busy day, nag-set aside ako ng oras para magpahinga. Tomorrow ulit. Worth it yung effort. Ingat lahat!",728,1.25,0,test,synthetic_supplement
Sharing the highlights from last week's Sunday Service. Come and join us every Sunday at Villa Esmeralda at 9:30 AM.,1534,0.6,0,train,real
We are hiring! Looking for a cashier for our store in Biñan. Please bring your resume.,885,0.69,0,train,real
Reunion with college friends after so many years. Parang kahapon lang!,811,1.85,0,train,real
Ang hirap mag-LDR pero worth it naman pag nagkita na.,115,0.77,0,val,real
Na-refund na yung overcharge sa electric bill ko. At least honest yung company.,311,4.91,0,val,real
"Sobrang dali kumita dito! ₱100 lang starting capital, tapos ₱20,000 ang balik within 5 days. Try mo: t.me/group7567.",77,0.76,1,train,real
You are invited to our annual barangay fiesta! See you all tomorrow at the Cabuyao covered court.,1733,0.68,0,val,real
Important po: Na-detect namin na may nag-access sa Coins.ph niyo mula sa ibang device. I-secure: wa.me/2873.,112,6.74,1,val,real
"After work, bumalik ako sa gym. Ang simple ng araw pero okay lang. Need ko talaga ng rest after that.",402,0.67,0,train,real
Congratulations! You won a free branded bag from our raffle! Claim it here: cutt.ly/2873. Pay ₱300 shipping only.,81,3.8,1,test,real
Working overtime again tonight. Pagod pero kailangan talaga.,296,3.07,0,train,real
"Coins.ph Support: We need to verify your account details to process your pending transaction of ₱10,000. Click: cutt.ly/2638.",7,21.15,1,train,real
"Sobrang init ngayon, sana umulan na para may hangin naman. Take care everyone.",123,9.67,0,test,synthetic_supplement
"Available for lunch and late lunch
Free deliveryyyy until 9pm.... sa ayaw na po lumabas at maulan
Mainit po namin dedeliver:

PTPA
Physical Store @ 24 48
🛵 Free Delivery for a Minimum Order of P 50
Cloudy Friday
 09 -13 -26
Today's Menu
Pork Embotido -25
Ginisang Munggo -55
Beef Caldereta -35❌❌
Chicken Adobo -20
Pancit Bihon -30
Pork Sinigang -45❌❌
Fried Dalagang Bukid -35
God bless po sa lahat!",831,0.64,0,val,synthetic_menu_fix
"Quick heads-up, may investment pool daw na receive crypto bonuses. Enter your account information; marami na raw kumikita dito.",136,7.09,1,test,real
"After a busy day, biglang lumamig yung weather. Tomorrow ulit. Sulit naman kahit pagod.",1006,0.86,0,train,real
This is an automated message from RCBC. Your account security settings need updating. Visit tinyurl.com/free7152 within 48 hours.,41,29.38,1,train,real
A lot of people are talking about Elon Musk's cryptic announcement regarding an updated data center plan. Still no official statement from the company beyond the post.,62,1.68,0,train,synthetic_emoji_giveaway_fix
"Random thought! busy yung small shop this morning, then naglaan ako ng time para magpahinga. Worth it yung effort.",1753,2.49,0,train,real
Bagong episode ng horror movie — ang ganda! Sino pa nakapanood?,921,2.53,0,train,real
"Sobrang dali ng trabaho — like lang ng like, tapos ₱2,000 agad sa GrabPay! Download: rebrand.ly/7861.",24,27.56,1,val,real
Today felt simple: finally napanood ko yung movie. Sulit naman kahit pagod.,2603,2.38,0,train,real
Nag-try ako mag-compute ng retirement savings. Ang layo pa pero at least nag-start na.,27,0.25,0,train,real
"Attention po! If you want shopping voucher promo, they claim you can get a commission for every successful invite. send your details to the coordinator and don't miss it. huwag palampasin kung kailangan mo ng extra income.",40,19.44,1,train,real
" EARTHQUAKE ALERT: Magnitude 6.6 tremor recorded off the coast of Negros Occidental, tsunami advisory currently being assessed. https://bpptkg.esdm.go.id/9373",2580,2.7,0,train,synthetic_hazard_fix
Your package from Lazada is being held due to incomplete address. Update delivery info: wa.me/5008.,40,21.54,1,train,real
"Pre, may alam akong legit na sideline — ₱1,500 per day. Gamit lang ng phone mo. PM me for details.",13,24.3,1,train,real
"You are Invited!
Join us this Sunday for a worship-filled morning.
📌See you all at 𝗩𝗶𝗹𝗹𝗮 𝗘𝘀𝗺𝗲𝗿𝗮𝗹𝗱𝗮 𝗖𝗹𝘂𝗯𝗵𝗼𝘂𝘀𝗲, 𝗦𝗮𝗻𝘁𝗮 𝗥𝗼𝘀𝗮, 𝗟𝗮𝗴𝘂𝗻𝗮 at 6:30PM.
#PrayerWorks
#BreadofLifeMinistriesCellCelebration
#BreadofLifeMinistries
#SundayBlessings",1948,0.59,0,train,synthetic_hashtag_fix
Group chat ng family never gets boring. Ang kukulit ng mga kapatid ko!,2012,2.95,0,train,real
Nag-open ako ng digital bank account. Ang ganda ng interest rate compared sa traditional.,2919,0.57,0,train,real
Congratulations! You won a free MacBook from our raffle! Claim it here: cutt.ly/2627. Pay ₱300 shipping only.,23,15.85,1,train,real
"OFW opportunity! Japan is hiring chat supports. Salary: ₱20,000/month + benefits. Apply before deadline: shorturl.at/6166.",21,1.91,1,train,real
Inviting everyone to our free medical mission tomorrow morning at San Pedro.,974,1.78,0,train,real
Today felt simple: naglinis ako ng garden. At least productive ang araw.,1738,2.53,0,val,real
Naglaro kami ng board games ng barkada. Ang saya! Walang phones allowed.,457,0.95,0,train,real
"PM sent! Para ma-reserve yung iPhone 15 Pro Max, need ko ng ₱200 down payment. Balance upon delivery.",9,12.57,1,train,real
"Uy may bago akong nadiscover na lending app. ₱100,000 agad released sakin! Need mo lang mag-deposit ng ₱200. rebrand.ly/9420.",26,2.64,1,train,real
"After a busy day, nag-set aside ako ng oras para magpahinga. Tomorrow ulit. Worth it yung effort. Totoo ba kaya to?",891,1.48,0,val,synthetic_supplement
Industry watchers are debating what Sundar Pichai's latest post about an updated data center plan really means for the market this quarter.,919,2.92,0,val,synthetic_emoji_giveaway_fix
Part-time job online! Earn up to P2500 weekly. Type HOW para maka-join sa Telegram group.,26,28.6,1,train,real
"Work from home opportunity — like and review products for ₱1,000/day! Free training provided. shorturl.at/9947.",21,17.83,1,train,real
"Low-interest personal loan available! ₱1,000,000 limit. 1% monthly interest, walang fine print. Apply: tinyurl.com/free5651.",454,11.26,1,train,real
Coins.ph support sent a recovery code to your number. It was my old number. Paki-forward please. Urgent!,693,14.55,1,train,real
"Sa mga naghahanap ng extra income, this video watching offer says you can make dollars without experience. enter your account information, lods. open until midnight only.",15,17.61,1,val,real
"Fast loan approval! 30 minutes lang and ₱500,000 na agad sa account mo. Apply here: forms.gle/9976.",43,18.51,1,train,real
"Attention po! If you want mobile earning app, they claim you can unlock a bonus after three referrals. send your details to the coordinator and don't miss it. huwag palampasin kung kailangan mo ng extra income.",20,29.96,1,val,real
"Selling event tickets at discounted price — ₱7,500! Transfer payment first, will send e-ticket after.",73,1.37,1,val,real
"Sa mga naghahanap ng extra income, this online commission job offer says you can receive a large shopping voucher. send the required deposit, lods. limited slots lang kaya bilisan.",23,17.33,1,train,real
PhilHealth payout is ready! I-claim ang P1000 dito sa link na ito: gcash-rewards-ph.net,2,23.49,1,train,real
Sharing the highlights from last week's Sunday Service. Come and join us every Sunday at Calamba at 9:30 AM.,650,0.94,0,train,real
Sino gusto sumali sa basketball liga? Registration is at Santa Rosa barangay hall.,2261,1.61,0,train,real
Sharing the highlights from last week's Sunday Service. Come and join us every Sunday at Villa Esmeralda at 9:30 AM.,2706,1.64,0,train,real
"Emergency loan — released within the day! ₱200,000 max amount, flexible payment. Just pay ₱500 enrollment fee.",1886,18.94,1,test,real
Crypto mining gamit ang phone! Earn XRP passively. Download here: rebrand.ly/8001.,362,11.37,1,train,real
Grand Opening Promo! Visit our new coffee shop at Calamba and get 20% off on all drinks.,339,0.26,0,val,real
Had a great meeting with my team today. We're making real progress.,1669,2.95,0,train,real
"PM sent! Para ma-reserve yung airpods, need ko ng ₱200 down payment. Balance upon delivery.",42,27.82,1,train,real
"Guys, nakita ko itong digital investment pool opportunity and ang promise ay earn passive income from your phone. send your details to the coordinator.",56,14.35,1,train,real
Your Landbank account has been compromised. Please update your information immediately at rebrand.ly/7861. Failure to do so will result in permanent suspension.,8,19.92,1,train,real
Received my 13th month pay! Going straight to savings. Wag na mag-shopping haha.,13,0.34,0,train,real
"Ate pa-send lang po ng OTP, nag-register kasi ako sa ShopeePay pero number mo nalagay ko.",56,12.05,1,val,real
"Gusto mo kumita habang naka-phone lang? Like products and earn ₱2,000 daily. Proven: forms.gle/8094.",645,6.75,1,train,real
"Grabe, nag-send ng alert yung PNB na may nag-try mag-login. Naka-link pa yung old number ko sayo. Pa-forward ng code please.",9,23.45,1,train,real
"Para ma-release yung ₱50,000 loan mo, kailangan muna ng refundable security deposit na ₱100. I-send sa ShopeePay:",66,1.94,1,train,real
Ang sarap ng tulog ko kagabi. 8 hours solid! Feeling recharged.,599,1.23,0,val,real
"Clearance sale! iPad Air — ₱2,000 na lang! Last 2 units. PM to order.",21,8.54,1,train,real
"Update: Our rider said your area is non-COD. Please transfer ₱25,000 via GCash for delivery.",36,8.19,1,train,real
Digital paluwagan — 100% payout guaranteed. Nasa slot 3 na kami. Pasok ka na! PM me or t.me/group2418.,56,22.94,1,test,real
Sunday well spent brings a week of content. Happy Sabbath everyone!,861,1.5,0,train,real
Your Maya account has been flagged for suspicious activity. Verify here to avoid deactivation: cutt.ly/8001.,26,12.79,1,val,real
"P20000 cash grant galing sa DSWD AKAP, click this link para makuha ang ayuda: bit.ly/claim-now",1,7.21,1,test,real
Seminar for incoming freshmen will be held at Quezon City auditorium. Please join us.,978,2.01,0,train,real
"Grateful for another successful Clean-up Drive with Cabuyao National High School, see you all again next time!
#CabuyaoNationalHighSchool #Clean-upDrive #CommunityFirst",2982,0.74,0,train,synthetic_hashtag_fix
"May bago kaming alaga na pusa, ang kulit talaga niya. Char lang.",11,13.95,0,test,synthetic_supplement
Bought a phone case sa Shopee — ₱150 lang! Good quality naman.,2175,1.92,0,train,real
Today felt simple: finally napanood ko yung movie. Sana mas relaxed ang next few days.,1484,1.03,0,val,real
Nag-order ako ng groceries online. Ang convenient! Di na kailangan pumila.,773,15.24,0,train,real
"May extra income ako ngayon dahil sa part-time freelance work, walang investment kailangan, sahod lang talaga. Grabe talaga.",52,4.03,0,test,synthetic_supplement
"After class, natapos ko rin yung report. Ang simple ng araw pero okay lang. Walang grand plan, enjoy lang muna.",328,1.6,0,test,real
"P5000 cash grant galing sa PhilHealth AKAP, click this link para makuha ang ayuda: bit.ly/claim-now",7,8.54,1,train,real
"GCash: A cash-out request of ₱500 was made. If unauthorized, secure your account: cutt.ly/7837.",19,22.84,1,test,real
BPI notice: Unusual activity was detected. Please complete the security form using the page sent in this message before your access is restricted.,216,5.37,1,train,real
"NASA officials signed the new infrastructure bill into law today, allocating funds for flood control projects nationwide. https://pagasa.dost.gov.ph/8090",2037,10.05,0,val,synthetic_bias_fix
Ang daming deadline this week. Sana matapos ko lahat on time!,1173,0.57,0,test,real
"Join our VIP crypto trading group and receive guaranteed daily profits of $1,000! Limited slots. shorturl.at/4466.",26,21.91,1,train,real
Fake news yung kumakalat na link about free cash from SSS. Wag i-click.,2238,1.04,0,train,real
Seminar for incoming freshmen will be held at Villa Esmeralda auditorium. Please join us.,2589,2.65,0,train,real
"Mga lods, nag-lunch kami ng family. Needed that break today. Nakakatuwa rin pala yung ganitong routine.",2462,2.4,0,val,real
Just woke up and the weather is so nice today. Perfect para mag-gaming!,569,0.34,0,test,real
ALERT: Cagayan Valley placed under Signal No. 2 as the typhoon continues to move northwest. Classes and government work suspended. Full advisory: https://dpwh.gov.ph/7526,2390,12.66,0,train,synthetic_bias_fix
ROAD CLOSURE: the national highway is impassable due to landslide. Motorists are advised to take alternate routes. Details via @dpwh_ph: https://dpwh.gov.ph/7306,1147,12.43,0,train,synthetic_bias_fix
"Grabe! nag-shoot ako ng photos sa hapon, then naglaan ako ng time para magpahinga. Sana mas relaxed ang next few days.",1634,0.63,0,test,real
"Now taking orders for today
Free deliveryyyy until 9pm.... sa ayaw na po lumabas at maulan
Mainit po namin dedeliver:

Home Bites PH
Physical Store @ 23 21
🛵 Free Delivery for a Minimum Order of P 80
Rainy Saturday
 04 -15 -26
Today's Menu
Chopsuey -25❌❌
Sweet and Sour Chicken Fillet -55
Pork Dinuguan -35❌❌
Ginisang Munggo -70
Pork Sisig -20❌❌
Ginisang Kalabasa -50
Boneless Fish Steak -50❌❌
Pork in BBQ Sauce -50
Pancit Bihon -30
Lumpiang Shanghai -30
Thank you po sa suporta!",1933,1.83,0,train,synthetic_menu_fix
"P10000 cash grant galing sa Pag-IBIG AKAP, click this link para makuha ang ayuda: bit.ly/claim-now",55,15.21,1,train,real
"Pre-approved loan: ₱100,000. Requirements: Valid ID + ₱100 processing fee. Apply: tinyurl.com/free8071.",60,26.55,1,test,real
"Kaka-approve lang ng loan ko sa Metrobank, opisyal na branch, walang advance fee, ang bagal lang talaga ng process. Hays.",202,10.38,0,train,synthetic_supplement
This is an automated message from RCBC. Your account security settings need updating. Visit shorturl.at/5716 within isang araw.,247,12.74,1,train,real
"Complete simple tasks and receive commissions immediately! ₱1,500 daily potential. Join: link.ph/4755.",17,24.64,1,train,real
"Invest ₱200 today and earn ₱50,000 in just 3 days! 100% legit with SEC registration. bit.ly/earn6423.",56,23.69,1,train,real
Digital paluwagan — 100% payout guaranteed. Nasa slot 3 na kami. Pasok ka na! PM me or link.ph/6625.,45,9.78,1,train,real
SSS payout is ready! I-claim ang P20000 dito sa link na ito: gcash-rewards-ph.net,48,19.61,1,test,real
"Sharing the highlights from last week's Youth Outreach.
Come and join us every Sunday at Villa Esmeralda Clubhouse, Santa Rosa, Laguna at 9:30AM.
[#WISDOMChurchYouthOutreach](https://www.facebook.com/hashtag/wisdomchurchyouthoutreach?__cft__[0]=AZZmc8R1ZfdurSBiS-gGuQG_CQtaTzj_amjODTvAVpq_lKE_W-Vn1Dr0YRX2hey8UjM3xnBxQeK9y9B9fFbxsDRHe7lSnWubffM&__tn__=*NK-R)
[#YouthOutreach](https://www.facebook.com/hashtag/youthoutreach?__cft__[0]=AZZmc8R1ZfdurSBiS-gGuQG_CQtaTzj_amjODTvAVpq_lKE_W-Vn1Dr0YRX2hey8UjM3xnBxQeK9y9B9fFbxsDRHe7lSnWubffM&__tn__=*NK-R)
[#WISDOMChurch](https://www.facebook.com/hashtag/wisdomchurch?__cft__[0]=AZZmc8R1ZfdurSBiS-gGuQG_CQtaTzj_amjODTvAVpq_lKE_W-Vn1Dr0YRX2hey8UjM3xnBxQeK9y9B9fFbxsDRHe7lSnWubffM&__tn__=*NK-R)",1991,3.06,0,train,synthetic_hashtag_fix
Mother's Day is coming! Time to plan something special for mama.,1150,2.86,0,train,real
